         1522524 function calls (1487563 primitive calls) in 4.885 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      100    0.000    0.000    0.001    0.000 _strptime.py:441(<genexpr>)
        1    0.000    0.000    0.001    0.001 _compat.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _distributor_init.py:1(<module>)
      214    0.001    0.000    0.001    0.000 _decorators.py:316(<lambda>)
      574    0.001    0.000    0.001    0.000 __init__.py:432(<genexpr>)
      191    0.000    0.000    0.001    0.000 expr.py:184(<genexpr>)
       15    0.000    0.000    0.001    0.000 _bunch.py:5(_validate_names)
      131    0.001    0.000    0.001    0.000 _compiler.py:470(_get_charset_prefix)
      184    0.001    0.000    0.001    0.000 _parser.py:303(checkgroupname)
       18    0.000    0.000    0.001    0.000 builder.py:30(wrap)
        1    0.000    0.000    0.001    0.001 calendar.py:60(Month)
        1    0.000    0.000    0.001    0.001 _spherical_voronoi.py:1(<module>)
       88    0.000    0.000    0.001    0.000 ipaddress.py:1213(_parse_octet)
        1    0.000    0.000    0.001    0.001 _bsplines.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
       12    0.000    0.000    0.001    0.000 datetimelike.py:166(_make_unpacked_invalid_op)
        1    0.000    0.000    0.001    0.001 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.001    0.001 npydecl.py:427(register_number_classes)
        1    0.000    0.000    0.001    0.001 itanium_mangler.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _qmc.py:1960(PoissonDisk)
       52    0.000    0.000    0.001    0.000 core.py:938(__init__)
        1    0.000    0.000    0.001    0.001 enum.py:842(_create_)
        6    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:3308(_moment_standardized_normalize)
       86    0.001    0.000    0.001    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.001    0.001 npytypes.py:1(<module>)
        4    0.000    0.000    0.001    0.000 getlimits.py:549(_init)
       13    0.000    0.000    0.001    0.000 core.py:8784(__init__)
        1    0.000    0.000    0.001    0.001 _zeros_py.py:1(<module>)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
       31    0.000    0.000    0.001    0.000 _local.py:500(__init__)
        8    0.000    0.000    0.001    0.000 functools.py:930(wrapper)
        1    0.000    0.000    0.001    0.001 codegen.py:1409(_customize_tm_features)
       95    0.000    0.000    0.001    0.000 accessor.py:94(_create_delegator_property)
        1    0.000    0.000    0.001    0.001 codegen.py:1338(_get_host_cpu_features)
        1    0.000    0.000    0.001    0.001 array.py:241(ArrowExtensionArray)
        1    0.000    0.000    0.001    0.001 codegen.py:1439(get_host_cpu_features)
      191    0.000    0.000    0.001    0.000 doc.py:11(create_section_header)
        1    0.000    0.000    0.001    0.001 _tanhsinh.py:1(<module>)
        3    0.000    0.000    0.001    0.000 arrayprint.py:496(_get_format_function)
        1    0.000    0.000    0.001    0.001 alpha030.py:1(<module>)
      255    0.001    0.000    0.001    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.001    0.001 __init__.py:427(<genexpr>)
        1    0.000    0.000    0.001    0.001 _linprog_rs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parquet.py:1(<module>)
        2    0.000    0.000    0.001    0.000 textwrap.py:238(_wrap_chunks)
      104    0.000    0.000    0.001    0.000 <frozen os>:735(__iter__)
       12    0.000    0.000    0.001    0.000 ffi.py:275(__exit__)
       11    0.000    0.000    0.001    0.000 __init__.py:2130(getLogger)
        1    0.000    0.000    0.001    0.001 eh.py:1(<module>)
       21    0.000    0.000    0.001    0.000 tempfile.py:842(opener)
        2    0.000    0.000    0.001    0.000 _new_distributions.py:391(__init__)
        1    0.000    0.000    0.001    0.001 old_builtins.py:374(UnaryOp)
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.001    0.001 instructions.py:1(<module>)
       23    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:593(__init__)
      101    0.000    0.000    0.001    0.000 typing.py:1221(<genexpr>)
        2    0.000    0.000    0.001    0.000 _new_distributions.py:296(__init__)
        8    0.000    0.000    0.001    0.000 _strptime.py:260(__find_month_format)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1572(find_distributions)
       24    0.000    0.000    0.001    0.000 ffi.py:265(close)
        1    0.000    0.000    0.001    0.001 lgmres.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _isotonic.py:1(<module>)
      174    0.000    0.000    0.001    0.000 _docscrape.py:713(_should_skip_member)
        1    0.000    0.000    0.001    0.001 _quadpack_py.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _gauss_kronrod.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tuple.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tz.py:1548(__call__)
      527    0.001    0.000    0.001    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       38    0.000    0.000    0.001    0.000 functools.py:867(_is_union_type)
       13    0.000    0.000    0.001    0.000 extending.py:325(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:871(find_distributions)
        1    0.000    0.000    0.001    0.001 dates.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _new_distributions.py:49(__init__)
        1    0.000    0.000    0.001    0.001 old_builtins.py:362(BitwiseInvert)
       42    0.000    0.000    0.001    0.000 docstrings.py:7(make_flex_doc)
       63    0.000    0.000    0.001    0.000 _axis_nan_policy.py:340(_axis_nan_policy_factory)
      152    0.000    0.000    0.001    0.000 _function_base_impl.py:339(iterable)
        1    0.000    0.000    0.001    0.001 _numdiff.py:1(<module>)
       13    0.000    0.000    0.001    0.000 core.py:8789(getdoc)
      176    0.000    0.000    0.001    0.000 numerictypes.py:289(issubclass_)
       44    0.000    0.000    0.001    0.000 getlimits.py:92(_float_to_float)
      237    0.001    0.000    0.001    0.000 pydoc.py:171(_getowndoc)
        1    0.000    0.000    0.001    0.001 sql.py:1(<module>)
      105    0.000    0.000    0.001    0.000 {built-in method builtins.any}
       33    0.000    0.000    0.001    0.000 dataclasses.py:407(_fields_in_init_order)
       87    0.000    0.000    0.001    0.000 _docscrape.py:658(splitlines_x)
        1    0.000    0.000    0.001    0.001 __init__.py:886(_search_paths)
        1    0.000    0.000    0.001    0.001 mixins.py:1(<module>)
       29    0.000    0.000    0.001    0.000 typing.py:1651(<genexpr>)
        1    0.000    0.000    0.001    0.001 _linesearch.py:1(<module>)
        1    0.000    0.000    0.001    0.001 compiler_machinery.py:1(<module>)
        3    0.000    0.000    0.001    0.000 arrayprint.py:455(<lambda>)
        1    0.000    0.000    0.001    0.001 _tukeylambda_stats.py:1(<module>)
        9    0.000    0.000    0.001    0.000 accessor.py:148(_map_and_wrap)
      138    0.000    0.000    0.001    0.000 abstract.py:40(__init__)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pytables.py:4935(AppendableMultiFrameTable)
       32    0.000    0.000    0.001    0.000 reprlib.py:12(decorating_function)
       68    0.000    0.000    0.001    0.000 functools.py:504(lru_cache)
       30    0.000    0.000    0.001    0.000 _array_api.py:503(xp_result_type)
        3    0.000    0.000    0.001    0.000 arrayprint.py:961(__init__)
      157    0.000    0.000    0.001    0.000 _parser.py:954(fix_flags)
        1    0.000    0.000    0.001    0.001 _odepack_py.py:1(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:495(get_path)
        1    0.000    0.000    0.001    0.001 __init__.py:844(__init__)
        1    0.000    0.000    0.001    0.001 typeinfer.py:1(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:483(get_paths)
        6    0.000    0.000    0.001    0.000 _local.py:329(parent)
        2    0.000    0.000    0.001    0.000 _strptime.py:127(__calc_month)
        1    0.000    0.000    0.001    0.001 _odfreader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _openpyxl.py:1(<module>)
       31    0.000    0.000    0.001    0.000 _local.py:116(__init__)
       52    0.000    0.000    0.001    0.000 typing.py:3131(_get_typeddict_qualifiers)
      140    0.000    0.000    0.001    0.000 _strptime.py:33(_findall)
        4    0.000    0.000    0.001    0.000 _polynomial_impl.py:1232(__init__)
        2    0.000    0.000    0.001    0.000 __init__.py:293(_expand_vars)
      452    0.001    0.000    0.001    0.000 _compiler.py:31(_combine_flags)
        6    0.000    0.000    0.001    0.000 __init__.py:742(children)
        1    0.000    0.000    0.001    0.001 trf_linear.py:1(<module>)
      437    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.001    0.000 numeric.py:2690(extend_all)
       26    0.000    0.000    0.001    0.000 contextlib.py:136(__enter__)
       11    0.000    0.000    0.001    0.000 __init__.py:1362(getLogger)
        8    0.000    0.000    0.001    0.000 enum.py:1596(__or__)
        1    0.000    0.000    0.001    0.001 llvm_pass_timings.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _at.py:27(_AtOp)
        1    0.000    0.000    0.001    0.001 _parser.py:55(_timelex)
        3    0.000    0.000    0.001    0.000 arrayprint.py:987(fillFormat)
      133    0.000    0.000    0.001    0.000 dataclasses.py:531(_field_init)
        1    0.000    0.000    0.001    0.001 controlflow.py:1(<module>)
      160    0.000    0.000    0.001    0.000 templates.py:37(__init__)
      127    0.000    0.000    0.001    0.000 dataclasses.py:383(field)
        1    0.000    0.000    0.001    0.001 array_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mixins.py:61(NDArrayOperatorsMixin)
      401    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
      146    0.000    0.000    0.001    0.000 typing.py:1105(__hash__)
        1    0.000    0.000    0.001    0.001 tz.py:1586(nocache)
        2    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
       77    0.000    0.000    0.001    0.000 signal.py:9(<lambda>)
      340    0.001    0.000    0.001    0.000 {built-in method numpy.asarray}
       12    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:913(_set_invalid_nan)
        1    0.000    0.000    0.001    0.001 _qmc.py:1609(Sobol)
        3    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:2394(kurtosis)
      137    0.001    0.000    0.001    0.000 {built-in method builtins.locals}
       77    0.000    0.000    0.001    0.000 extending.py:62(overload)
       89    0.000    0.000    0.001    0.000 __init__.py:305(escape)
       22    0.000    0.000    0.001    0.000 decorators.py:197(_jit)
       22    0.001    0.000    0.001    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.001    0.001 _validation.py:1(<module>)
       19    0.001    0.000    0.001    0.000 arrayprint.py:1678(_guarded_repr_or_str)
      157    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
       13    0.000    0.000    0.001    0.000 builder.py:159(wrap)
       10    0.000    0.000    0.001    0.000 _local.py:289(drive)
      448    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
       33    0.000    0.000    0.001    0.000 enum.py:1014(_find_new_)
       46    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:276(__init__)
        1    0.000    0.000    0.001    0.001 _pep440.py:1(<module>)
       28    0.000    0.000    0.001    0.000 old_scalars.py:32(__init__)
       12    0.000    0.000    0.001    0.000 values.py:69(wrap)
       32    0.000    0.000    0.001    0.000 _arraypad_impl.py:470(_as_pairs)
      303    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:3017(sample)
        1    0.000    0.000    0.001    0.001 _stride_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dataframe_protocol.py:25(DlpackDeviceType)
        1    0.000    0.000    0.001    0.001 codegen.py:1431(initialize_llvm)
        1    0.000    0.000    0.001    0.001 symbolic.py:66(RelOp)
        1    0.000    0.000    0.001    0.001 bytecode.py:1(<module>)
        1    0.000    0.000    0.001    0.001 array_analysis.py:1(<module>)
        5    0.000    0.000    0.001    0.000 decorator.py:144(make)
      127    0.000    0.000    0.001    0.000 typing.py:1490(<genexpr>)
      394    0.001    0.000    0.001    0.000 abstract.py:93(__init__)
       31    0.000    0.000    0.001    0.000 fromnumeric.py:69(_wrapreduction)
        1    0.000    0.000    0.001    0.001 _qmvnt.py:1(<module>)
      136    0.000    0.000    0.001    0.000 <frozen posixpath>:42(_get_sep)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
       10    0.000    0.000    0.001    0.000 deprecation.py:83(wrap)
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:989(create_module)
        7    0.000    0.000    0.001    0.000 __init__.py:339(__init__)
      372    0.001    0.000    0.001    0.000 <string>:2(__init__)
        6    0.000    0.000    0.001    0.000 _codata.py:2045(replace_exact)
        3    0.000    0.000    0.001    0.000 arrayprint.py:828(_formatArray)
        3    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:2391(skewness)
        1    0.000    0.000    0.001    0.001 calendar.py:77(Day)
        1    0.000    0.000    0.001    0.001 old_builtins.py:284(BitwiseShiftOperation)
        1    0.000    0.000    0.001    0.001 _polyint.py:1(<module>)
      105    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.001    0.001 _mixins.py:92(NDArrayBackedExtensionArray)
      108    0.000    0.000    0.001    0.000 enum.py:199(__get__)
        1    0.000    0.000    0.001    0.001 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _qmc.py:2312(MultivariateNormalQMC)
