,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_024,alpha_026,alpha_027,alpha_028,alpha_029,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101,alpha_102,alpha_103,alpha_104,alpha_105,alpha_106,alpha_107,alpha_108,alpha_109,alpha_110,alpha_111,alpha_112,alpha_113,alpha_114,alpha_115,alpha_116,alpha_118,alpha_119,alpha_120,alpha_121,alpha_122,alpha_123,alpha_124,alpha_125,alpha_126,alpha_127,alpha_128,alpha_129,alpha_130,alpha_131,alpha_132,alpha_133,alpha_134,alpha_135,alpha_137,alpha_138,alpha_139,alpha_140,alpha_141,alpha_142,alpha_144,alpha_145,alpha_146,alpha_147,alpha_148,alpha_150,alpha_151,alpha_152,alpha_153,alpha_154,alpha_155,alpha_156,alpha_157,alpha_158,alpha_159,alpha_160,alpha_161,alpha_162,alpha_163,alpha_164,alpha_165,alpha_166,alpha_167,alpha_168,alpha_169,alpha_170,alpha_171,alpha_172,alpha_173,alpha_174,alpha_175,alpha_176,alpha_177,alpha_178,alpha_179,alpha_180,alpha_181,alpha_182,alpha_183,alpha_184,alpha_185,alpha_186,alpha_187,alpha_188,alpha_189,alpha_190,alpha_191
alpha_157,0.02786,-0.00511,-0.27913,0.03316,0.01297,0.05754,80228.04405,0.16340,-0.00000,8.20336,-6326667.87598,0.93031,0.00330,-0.20469,0.00001,0.00607,496817034646756061454353072201167796306415864184608822413774830027063086106778439070942457527545284729316651198538142772984836946608212487840348468478536136273437825086726211664496360949997813693603370537770893107059726536768383943448942399299467051307167240726439047107113553756160.00000,-0.00307,-0.00293,-0.34338,-0.05398,-0.00046,0.12159,0.13241,0.08777,-4.36198,-319961.04884,-0.29959,0.00902,0.10825,0.00296,0.01978,-0.01794,0.04393,0.05478,0.05666,-0.19563,0.04618,0.01058,-11309357.20247,-0.07183,-0.01134,0.00137,0.44039,0.00472,-0.00102,0.00203,0.00102,123.77316,-0.09418,0.00733,-4.28332,0.02186,-1.78689,0.18909,-1.97850,2288667.73285,0.02532,0.00554,-1.04406,0.00419,0.00143,-0.14391,0.21453,-0.00000,0.04729,9363447.92249,0.06329,0.15161,0.00729,0.00886,0.00070,0.00056,0.00300,-7.57473,-0.42606,-1.38134,-444487.01541,0.08464,0.00316,-7540617.04142,0.02566,0.05865,0.05786,-0.27573,-0.03850,0.00791,0.00516,0.01864,-0.06418,6958854.21940,-4046381.25370,-0.49935,-158581.10026,0.06377,0.00768,-252746.93733,-0.01088,-0.32992,-1.47233,-0.00903,-0.00393,-0.17164,0.00424,-0.00320,-0.00464,1.17111,177454.99469,0.00183,0.00532,-0.01537,0.00395,-0.01651,-1.01291,-0.00015,0.05559,0.01889,-0.00005,0.00563,-0.08561,0.13234,0.16874,-0.11010,0.28235,0.04177,-0.00296,-0.00562,-7469001.37638,-2.46349,123853.79638,-0.00042,-0.58455,0.01370,0.01263,0.01381,0.00376,0.01025,-0.00000,0.53057,-0.00467,-0.03216,0.03050,22604348.85365,-0.03053,-0.00025,0.06114,0.00154,-246119.27928,0.00792,0.20524,0.00021,3.37974,-0.00484,-0.01287,-0.03409,0.00723,5155.78757,0.00830,-129.53744,0.06029,0.01589,0.00799,0.03733,0.12234,0.52413,-0.00000,0.00392,-303203269.05718,-0.01237,0.16846,0.00112,-0.00618,2.31874,0.00010,-0.00023,0.03420,0.00392,0.00523,0.83384,0.09521,-0.00041,-0.00048,-2.60722,0.01182
alpha_158,0.00083,0.00032,-0.03056,-0.00214,0.00086,0.00261,64100.20494,0.01900,-0.00000,-85.50154,-314766.42715,0.17587,0.00133,-0.02398,-0.00000,0.00080,85861227483564883214123417913437906277543027615311109087470426540362833237789523829427782688074916574552430754427232849272873075472066362843681979126961023443862179656282626638112110770335375516377880030657202322421931122792920127999499764726354899578553033864553388147149457326080.00000,-0.00029,-0.00023,-0.03438,-0.00408,-0.00001,0.01933,0.02266,0.03936,-0.11773,-69727.96033,-0.02840,0.00019,0.00821,0.00023,0.00053,-0.00021,0.00049,0.01743,0.00045,0.23412,0.00100,0.00112,-944784.71533,-0.00070,-0.00060,0.00019,0.06202,0.00032,0.00090,-0.00180,-0.00090,392.80728,-0.05890,0.00060,1.42951,0.00061,-0.09258,-0.04850,-5.98978,-597857.34001,0.00059,0.00046,-0.08973,0.00017,0.00012,-0.01475,0.05865,-0.00000,-0.01482,5606184.37329,0.04588,0.05550,-0.00002,0.00010,0.00019,-0.00022,0.00048,-0.38240,-0.07479,-0.59338,129238.95999,0.05246,0.00005,1922593.74893,-0.00048,0.00345,0.00085,0.07904,-0.00394,0.00015,0.00015,0.00035,-0.07387,2399009.32752,5973513.36659,-0.08001,83646.54238,0.01561,0.00008,65609.06133,-0.00025,-0.09420,0.07695,-0.00011,0.00060,0.06903,-0.00030,0.00097,-0.00155,-0.29766,15850.46921,-0.16748,0.00068,0.00713,-0.00019,0.00337,0.29568,-0.00037,0.00624,0.00099,0.00001,0.00001,-0.00957,0.00364,0.33251,-0.01125,-0.07275,-0.11318,-0.00005,-0.00024,14229191.16514,0.24718,109559.74607,0.00055,-0.16164,0.00083,0.00068,0.00044,0.00006,0.00105,0.00000,-0.09440,-0.00117,0.00302,0.00069,23163429.68185,0.04881,0.00001,0.31866,0.00057,-27218.38478,0.00060,0.00021,0.00036,24.71375,-0.01258,0.02744,-0.00082,0.00039,525.27321,-0.00164,-3.14158,-0.06456,0.00473,-0.00029,0.00008,0.01730,-0.08107,-0.00000,0.00078,-32729748.57715,-0.00123,0.42841,0.00069,-0.00028,0.13705,0.00001,-0.00036,0.00007,0.00078,0.00015,-0.06832,-0.19728,-0.00008,-0.00085,-0.19831,0.00035
alpha_159,96.95295,-8.12167,-1558.83608,77.69756,99.86059,174.37008,5098858975.88265,942.86236,-0.00059,-1015811.40798,-14117334271.85871,8029.43220,73.19010,-1189.41984,0.45238,83.23007,9090223479275473277022550992396141365750458805005896096880159344174619729399128667464900797580248399032801663040554747375327853422362175302697345457840136278710087294198287524788532656644971353045081128449088427999510154729696269185047338349387141120806852423181721731515566473378529280.00000,-14.79019,-11.56664,-1858.21657,-263.46269,0.32362,1291.97062,1280.31112,3106.02466,-6723.38453,-3275303252.69318,-1537.18023,-17.81949,528.22611,12.17885,12.71752,-3.60443,-13.82556,804.36590,6.93415,37031.98542,62.39115,104.48716,-60046360802.81171,3.54138,6.29921,11.53042,6123.15579,8.57314,89.24972,-178.49944,-89.24972,65201034.99706,-6664.30004,21.63224,97061.28372,70.09806,-7943.71488,-6381.56538,-661080.95039,-56399855132.46123,-22.46076,82.59758,-7078.65709,9.33068,4.56219,-595.65220,6670.03890,-0.00060,-1555.36111,586351613261.10828,3467.73645,5948.90761,32.10203,-21.34350,21.08307,-24.52288,42.79724,-25380.75480,-7533.13606,-8038.80231,12290589818.42499,5814.92875,-7.42575,212044605579.57083,26.43369,231.39085,0.29433,6860.16117,-96.06779,-3.11051,-11.49732,-35.71265,-9232.56061,293600411978.63208,700790469097.06470,-8553.88008,10303523930.31133,522.56160,-2.07520,9289948570.63996,-13.77440,-173.98315,12208.53078,-6.08580,112.74579,5045.85555,-34.60798,11.72844,-70.80474,-31056.92857,-872251430.58016,-15944.73038,52.81875,29.22467,8.62265,259.80793,34744.44431,-11.67445,476.82503,58.96020,0.89290,-30.23077,109.23304,247.96775,35411.01506,-2523.40924,-8267.78823,-10891.97283,70.22445,16.93493,1655647208820.76709,30495.53280,5955949580.94419,64.10282,-3607.82650,71.68964,69.25063,5.21797,7.33635,-11.42920,0.00000,-9636.97492,-31.75118,257.31430,33.84474,1831318356637.28687,4568.54680,1.17651,34168.37952,107.54063,-351740468.99944,32.25364,3.37974,24.71375,4702032.53026,-1513.14223,2960.10615,7.09577,-17.47580,109730015.68094,-579.39692,-154064.33291,-7794.41502,90.23526,-25.96392,58.90940,887.50624,-9204.31389,-0.00001,-45.80254,-7563518747028.74219,-173.59901,40187.18305,24.75753,-7.44537,9422.76541,-0.00060,-64.34414,-218.03684,-45.80254,-6.80480,-8759.93256,-21500.67637,-1.39890,-11.11348,5906.60035,-13.73966
alpha_160,0.00786,-0.00466,6.22690,-0.05240,-0.01240,-0.04263,-3674893.32863,-3.01080,0.00000,237416.39197,5207716.96556,-85.82284,-0.01009,3.82209,-0.00020,-0.00868,-264524867553343147530168039049132934794241950201768068822398963104348219338835082894661818930179159759703544773697067333309936212838268272407353284131067999892888386179807476347075113485988538386914392829413639044564021130877035274980450811517755530951965241542012922289209449050537984.00000,0.00932,0.00679,1.13627,0.81972,-0.00045,-4.33909,-1.42944,-1.96101,1.49184,-33671.41142,0.93351,-0.00283,-0.35167,-0.00713,0.00698,0.00537,-0.00454,-2.89338,-0.06212,-12.16465,0.00198,0.00479,-1593922.16704,0.00027,-0.01738,-0.00778,-1.39422,0.00131,-0.01730,0.03460,0.01730,-28829.58363,2.81298,0.00573,-407.90453,0.05462,1.59334,2.96496,4902.21050,16751370.87883,0.00925,-0.00758,2.20201,0.00298,-0.00306,0.39434,-3.84163,0.00001,0.81479,-750832316.55222,-2.45108,-1.56220,-0.00359,0.00947,-0.01405,0.01204,-0.00022,5.53421,2.97285,-5.01842,28532903.10423,-1.66583,-0.00525,1007907.46056,-0.01369,-0.24030,-0.00888,-5.42181,-0.50606,0.00101,-0.00041,0.00305,49.22228,-1765855.88911,-1047198610.22780,1.64410,11769764.41893,-1.94310,-0.00084,13880645.42626,-0.05645,0.28418,-4.82580,-0.00200,-0.02049,-20.90189,0.00546,0.00324,0.00435,10.77022,-582771.89476,3.36999,-0.00411,-0.65706,-0.01569,-1.03142,-14.46691,0.00085,-0.11975,0.00096,-0.00035,-0.07490,4.41678,-0.09700,-236.59359,1.71302,1.45118,46.27133,-0.03079,0.00971,-3289792653.86200,-6.46439,-246089.70842,-0.06294,11.32976,-0.01647,-0.01715,0.00928,0.00123,0.00064,-0.00000,-1.13402,-0.00386,-1.12844,-0.11779,-3097886210.74475,-22.32753,-0.00048,-255.06298,-0.03092,-216051.23818,-0.00288,-0.00484,-0.01258,-1513.14223,7.80973,-13.21052,-0.02333,-0.00040,-40662.32258,0.30603,122.41158,35.72651,0.03145,0.03817,-0.03281,-1.31229,3.19227,0.00000,0.04321,3751145232.10757,0.02347,-125.15650,-0.00438,0.00315,-2.02065,0.00088,0.03445,0.14202,0.04321,-0.00157,3.72404,96.38425,-0.00171,-0.00851,-2.46793,0.00071
alpha_161,-0.01897,-0.00612,-9.93862,0.01996,0.01122,0.05982,7515914.04280,5.05432,-0.00001,-443352.76237,-7460617.02296,144.93868,0.02741,-6.46320,0.00072,-0.00163,331849774488177398877957373221237531784720401834620668247890712300621947519141074646883603897750725153845366785869829567917105965314528744784590944816574443060812167402218025640135496543133136282087452465870087411058250783898582755544092345169303092333168502705981145182552107830476800.00000,-0.01629,-0.01106,-2.09033,-1.68925,0.00178,8.74115,1.96130,4.40584,-1.47746,73460.96783,-1.78883,-0.02128,0.64237,0.01330,-0.01674,-0.00455,-0.02523,4.93715,0.06258,21.83538,-0.00290,0.02422,11152258.39772,0.03422,0.05345,0.01370,3.77764,-0.00449,0.04948,-0.09896,-0.04948,56171.14581,-4.37449,-0.00720,788.10749,-0.00561,-3.56344,-4.68840,-8930.67759,-34715610.71634,-0.02403,0.01258,-3.43159,-0.00527,0.00406,-0.60294,5.55712,-0.00001,-1.55773,1429056707.24907,4.86772,4.38181,0.00781,-0.02347,0.02063,-0.01978,0.00448,-10.18556,-4.82538,8.91937,-61010879.93743,4.65719,-0.00605,-8171836.51785,0.01528,0.40410,-0.02300,10.99343,-0.02677,-0.01447,-0.01101,-0.02382,-85.04906,-11097051.83110,1867037625.83370,-4.60643,-23099495.92216,3.15596,-0.01334,-26735935.41238,0.02153,0.63114,10.17514,-0.00474,0.03775,39.75608,-0.02370,-0.00209,-0.02084,-23.48239,-272250.03795,-8.38606,0.02090,0.11417,0.02030,2.09947,31.25373,-0.01091,0.22222,0.00562,0.00076,0.05044,-5.05919,0.11557,461.20013,-2.84836,-3.68859,-86.53945,0.03323,0.00372,5702844937.94111,18.73374,908472.46801,0.11341,-14.27728,0.02906,0.00647,-0.02323,0.00032,-0.01662,0.00000,-3.49121,0.00525,2.24482,0.08152,5816283356.62858,37.10783,0.00232,461.01811,0.08154,406926.45908,0.01333,-0.01287,0.02744,2960.10615,-13.21052,24.08079,0.05431,-0.01905,82077.13427,-0.17860,-329.94432,-64.87439,-0.02248,-0.20863,0.01652,2.36712,-6.97657,-0.00000,-0.09359,-6808708484.62956,-0.06414,231.09689,0.00822,-0.00019,3.70433,-0.00009,-0.06653,-0.20537,-0.09359,-0.01088,-7.47009,-170.29430,0.00329,0.00901,4.65737,-0.01939
alpha_162,-0.05911,-0.02489,0.90371,-0.10419,-0.02465,-0.19584,-524653.68224,-0.59154,0.00000,-647.50653,21499382.23971,-1.27535,-0.02484,0.71590,0.00067,-0.01360,1197165783016878032333043728578765152168756121413831589132419426246351746979256004487336376065116006025944936722808430833306697755697407101020099313686742656141611492977205567137397219742546721512990321136925886654280291835239144301807584021723017536900678469349531734783743305449472.00000,0.01111,0.01053,1.19340,0.06864,0.00123,-0.27570,-0.56168,-0.57386,10.60507,1104695.05703,0.94239,-0.03758,-0.12720,-0.00923,-0.04465,0.03610,-0.06753,-0.24923,-0.07267,-2.50954,-0.06880,-0.01684,40075797.47775,0.10866,0.05098,-0.00683,-2.12207,-0.01868,-0.03059,0.06119,0.03059,-153.00534,2.01111,-0.03336,-6.52443,-0.05924,5.59753,0.80231,-17.89944,15990402.70876,-0.05872,-0.02895,4.78824,-0.01777,-0.00649,0.65598,-0.56525,0.00000,0.10409,-11602879.49364,-0.83972,-1.08605,-0.00589,-0.03697,-0.00145,0.00094,-0.01683,22.34777,2.17764,7.07733,1126783.25157,-0.70149,-0.02501,-22016792.13730,-0.03157,-0.16221,-0.10695,-0.57509,0.17486,-0.03288,-0.02938,-0.04646,-0.37698,-13632704.22035,18996607.07932,3.09376,59293.38188,-0.55755,-0.03306,680565.04564,-0.00161,1.16123,-0.80416,-0.01903,0.01400,-0.31553,-0.02141,-0.01195,0.01519,3.43396,-2258277.51477,6.65454,-0.01738,-0.45361,-0.00801,-0.00185,-3.15666,-0.00231,-0.36847,-0.05447,0.00006,-0.00455,0.34760,-0.28387,0.28785,-0.13053,2.06344,0.16629,-0.09871,0.03901,55566931.51787,-2.44779,-1014963.92400,0.00541,5.18028,-0.07202,0.00929,-0.02278,-0.00792,-0.03953,0.00000,1.15982,0.01577,0.02572,-0.08442,-54294301.73048,0.30843,0.00077,0.86203,-0.00982,540425.60376,-0.00734,-0.03409,-0.00082,7.09577,-0.02333,0.05431,0.13469,-0.04802,-3101.81697,-0.02180,-228.78028,-0.49771,-0.05625,-0.00471,-0.13772,-0.55371,0.05046,0.00000,-0.06668,501677649.74616,0.04449,-0.98628,-0.02318,0.01910,-4.38212,0.00052,0.00016,-0.03186,-0.06668,-0.03698,-0.50847,-0.44312,0.00117,0.00490,5.22638,-0.04159
alpha_163,0.00175,0.12411,-0.25915,0.00391,-0.00262,-0.00888,321381.17605,0.13992,-0.00000,452.25913,-6007870.78531,0.08530,0.03009,-0.21897,-0.00080,0.00150,-544454774509269067421610719029246635011437970041176299201991259752065413351288210984412050745550381622144522915178470080112844437677210485394979764948758584259204619456207579848708166209516427691367795100524624016801939324867880034633515881735998249147497821324553599852918714925056.00000,-0.00324,-0.00306,-0.29892,0.01369,-0.00023,-0.03059,0.29145,-0.11317,-2.10778,-351324.40652,-0.28721,0.01257,0.02457,0.00280,-0.00282,-0.00920,0.02493,0.14313,0.02712,0.36595,0.00566,0.00252,-12812375.02465,-0.01007,-0.03942,0.00273,-0.12626,0.01124,-0.00030,0.00061,0.00030,-769.61650,-0.43407,0.05197,-1.73025,-0.00068,-0.37618,-0.09230,5.74061,-1868188.69645,0.01430,0.02029,-1.71291,0.00351,0.00328,-0.33034,0.23844,-0.00000,0.05398,-1222903.20664,0.18667,-0.18917,-0.00670,0.01188,0.00053,-0.00039,0.00455,-5.44296,-0.67336,-3.30988,-281413.77198,-0.18330,0.01393,2087096.89830,0.02218,0.06442,0.02774,0.03779,-0.00304,0.01344,0.02820,0.01711,0.00171,3091985.70142,-4348617.14981,0.48962,-131157.76293,0.24311,0.01358,-118520.45299,0.00213,-0.63836,-0.75951,0.01399,0.00038,0.00659,0.01251,0.02997,-0.00139,-0.41191,2625993.27187,-0.99694,0.00824,0.64378,0.00259,-0.01147,0.38792,-0.00144,0.17787,0.01078,-0.00004,0.00855,-0.45430,0.00653,-0.22620,-0.06838,-0.09932,0.01414,0.00524,-0.04472,-11235832.24406,-1.43239,251514.34848,-0.00133,-4.95751,-0.00154,0.00466,0.01510,0.00261,0.03902,-0.00000,0.33511,-0.01618,-0.01412,-0.00921,28555357.45880,-0.08177,-0.00021,-0.34075,0.00293,-52532.59553,-0.00358,0.00723,0.00039,-17.47580,-0.00040,-0.01905,-0.04802,0.09416,-101.30041,0.00668,37.81914,0.10903,0.02456,0.00288,0.06390,0.44244,0.43494,-0.00000,0.07333,-144336571.19182,-0.00954,0.11385,0.05082,-0.01153,1.79360,-0.00037,-0.00047,0.00916,0.07333,0.05856,0.36498,0.22415,-0.00061,-0.00172,-1.92650,0.03243
alpha_164,7478.10286,-567.05862,-16938.12404,5175.07709,-9459.26501,-11129.40898,83014855720.52475,13687.81343,-0.00816,-777367234.74959,-8814538339164.00195,109761.27852,2614.05721,-17099.26475,97.95483,-5665.63496,136942054813815363161343447471286962709454208678764820656715512474171215358402851398280128943053441611955021014006274527101159592502041264903374696616416641735162074911251180759491702884299923619509738621091161378093008222213130987157422331311280687381942282339752739979646885496625299456.00000,-298.30864,-229.29770,-24668.70648,-3170.31120,-32.85115,15891.10989,2326.42862,2986.75570,-12385.52954,-35514670438.60268,-14906.48367,-4789.89486,790.54353,81.95487,-8464.18002,3078.68997,8888.10906,18728.32623,20.28654,-123463.10330,4970.07298,-3493.65416,1434833179724.37280,-3497.86568,-660.09159,12.60588,-226347.40828,103.72654,-2210.88019,4421.76035,2210.88014,-1477712194.98680,258395.82087,4802.87629,441352.47609,2332.56400,192018.02798,197082.27329,-44960986.56832,-8473953500740.34570,-7998.73206,-9375.00542,179344.53530,-1252.44736,112.92999,-14312.75547,-240871.85578,-0.00836,82920.02424,7181723027532.68262,-3190.01914,-252613.34226,-16324.71831,-9841.92473,-3800.87251,-290.29523,9933.60162,16754.26925,244520.91672,-21792.24911,-3785596325834.80664,-245866.07808,-4055.06193,-14506844945976.63477,5166.14046,9960.29241,-894.82596,-18180.72361,-935.37984,-4608.74658,-1550.99953,-124.88815,-327722.93090,-23645681076072.55078,12451928825669.15430,294219.83883,-1481866004305.96313,4917.04384,3075.73990,-1418282837863.73364,-10045.96509,73073.92857,-527819.18073,-1041.86185,-1011.24058,61584.73981,537.18873,-4537.14678,-236.53291,2509978.11894,439568618221.79004,580847.56130,-835.45674,-19351.69187,-1593.65132,3124.02883,-291043.05717,718.72061,-15238.71242,1050.66531,-16.78486,-2202.10322,18537.12206,-6931.68178,2212230.10145,-77871.86635,243214.90892,-273597.18476,-24641.25769,-6462.34160,30479268199001.32422,-1065140.82347,-80060830739.27568,452.77381,-38651.48992,-149.47303,-9257.39834,4525.39412,3099.61814,-220.90721,-0.00000,289950.77903,-1492.34646,3073.64351,-9148.80851,24226635875914.19531,66185.20176,-102.00347,2310877.13648,-2980.68067,80013871105.70854,-32.89259,5155.78757,525.27321,109730015.68094,-40662.32258,82077.13427,-3101.81697,-101.30041,5095164000076.14551,79771.28079,-31055609.48304,-234909.18645,-3043.67386,-404.54141,3947.78690,75747.17204,676020.33203,0.00030,-446.05984,52586117094168.55469,-7306.79496,1120072.09109,2537.18760,-7827.39987,-102857.40066,-226.26589,-2418.11280,36829.60563,-446.05984,3851.34568,630620.20312,-597654.93219,-291.92694,-877.93387,-1271748.60744,-263.77331
alpha_165,-0.01651,-0.00457,-0.09912,-0.08715,-0.02147,0.01718,571493.51862,0.03217,-0.00000,-11350.29585,-24842138.73534,1.12990,-0.01312,-0.05075,0.00017,-0.00256,-11649108828533557615659092303780079098020361760704462106463890429074294264367126709833180838250072914512950178425356822143505689243794326938883923274412536139226519596146755572236808947026297367793518762962330213150332132221872918935691339610349379578790570675246721429327473773903872.00000,-0.00272,-0.00191,-0.32142,-0.02145,-0.00077,-0.01882,0.51220,-0.07083,-1.36463,-1362554.84763,-0.17504,-0.04577,-0.25565,0.00093,0.02924,0.02314,0.02751,0.05716,-0.01055,2.48080,0.04084,0.05634,-26635446.72261,-0.02568,-0.02662,-0.00048,-0.70346,0.01929,-0.00391,0.00781,0.00391,42368.46941,0.23124,0.09342,-29.26109,-0.03091,-0.09237,1.32926,-28.68034,-15868119.08536,0.07607,-0.03514,0.14075,0.00438,0.00065,-0.09369,-1.27697,-0.00000,0.22541,10053990.66836,-0.32675,-1.23005,-0.04386,0.01724,-0.00792,0.00644,-0.00222,0.57456,0.49645,-16.20518,-4756162.10252,-1.36686,-0.08734,-20097314.61509,-0.02146,0.02589,0.02258,-1.68637,-0.19940,-0.01467,-0.02409,0.04597,0.28604,-85316513.70513,-71197807.81614,0.54376,3658588.75645,0.22176,-0.07466,-103170.48855,-0.02918,-1.49075,-9.46709,-0.02475,-0.00004,-1.18817,0.00393,-0.00260,-0.03348,4.73972,819518.13982,0.37104,-0.01503,-0.11785,-0.03516,-0.04137,-3.79859,-0.01378,-0.03962,0.03216,-0.00029,-0.03367,-0.39789,0.04417,1.34492,0.40863,0.07393,0.34297,-0.35139,0.04436,-406840996.82070,-6.19172,1320135.68266,-0.02614,0.42860,0.04165,0.01452,0.01586,-0.01384,-0.00792,-0.00000,-8.27575,-0.01645,-0.07577,0.06765,-193754732.34509,-1.56454,-0.00357,1.42275,0.01892,-2215734.87904,0.00314,0.00830,-0.00164,-579.39692,0.30603,-0.17860,-0.02180,0.00668,79771.28079,7.42221,-909.12266,0.37999,0.13765,0.02014,-0.01241,-0.13282,3.90901,-0.00000,0.08741,960060389.96488,0.01664,-5.06056,-0.00759,-0.01893,2.88661,0.00097,0.00022,0.49773,0.08741,0.00936,7.27707,2.61523,-0.00271,-0.01343,-10.44374,0.00098
alpha_166,156.83760,18.67010,-886.93041,356.28295,25.93460,439.43075,462904626.25226,499.52090,-0.00027,2567013.82345,-50483999838.25552,635.52851,-1.27359,-616.98846,-0.55366,82.65016,-4850782429040273894058893515232013362593983057730309863813928666010143256339940740509107670602647937905209417153720886339824728134989989045691631008346970320392297297205594649407289646704580756059520854952493291619666869885109016771357174118504178955144857772726353164111926977980530688.00000,-13.80129,-13.64528,-1585.62285,-99.97894,-1.42784,427.99532,351.82529,1623.19583,-20911.27901,-1313589739.30474,-1354.53626,54.07476,232.99580,13.75154,90.57347,-60.63142,-50.69752,99.52652,-147.50554,-24621.28115,154.35810,85.60775,-85073110800.72607,-178.99218,-54.86664,11.09863,7873.64815,25.71634,125.68983,-251.37966,-125.68983,-4218608.07784,-660.18520,21.45515,33417.90015,196.91967,-15662.24314,767.38968,167713.96193,-106524516527.31538,150.09972,96.18080,-9083.40680,56.50126,7.45502,-736.26289,1177.26905,-0.00019,-812.43871,10691131617.36118,1925.99743,4490.24900,109.01253,70.33659,26.86227,24.93298,38.06866,-52989.64834,-4419.02223,-7839.80055,-1907781977.81733,2961.38445,61.74958,150966280539.15512,49.14236,164.94911,195.27327,2825.54850,-360.31661,88.36673,29.06661,22.70794,2180.42397,9509868137.92372,-58757210923.58435,-13037.72516,696218983.64898,-115.79324,59.79060,-2245316062.51533,72.53738,-1592.31698,22138.56137,17.42733,49.19897,1276.16985,26.02356,11.65506,67.52650,-98791.91892,2079502766.03007,-24066.40144,20.39339,435.50574,12.19721,63.50550,53889.30424,41.41579,1046.86810,77.73426,-0.06542,-10.54622,-27.20881,1057.61092,-3835.26717,1439.26153,-10185.66110,476.00167,453.07630,-45.28860,-224911141177.20853,34244.98243,1843655858.64503,-21.81692,-3673.26696,519.47715,23.23227,27.96710,131.96698,46.87568,0.00000,-6261.19697,-4.54180,40.03022,242.33800,7307867012.22634,-897.58435,-2.32432,-4541.42216,23.47801,-740391962.71600,24.69685,-129.53744,-3.14158,-154064.33291,122.41158,-329.94432,-228.78028,37.81914,-31055609.48304,-909.12266,333927261.91737,1563.24396,88.77874,-12.91913,269.77483,721.57281,-7055.01424,0.00001,340.97406,-3023577334080.85742,-124.90792,-2936.27461,15.71351,-63.02727,10973.61610,-2.22374,73.78668,477.94223,340.97406,33.28904,-4026.60581,2045.40654,-0.69884,-10.65604,-5774.57349,39.49202
